Year,ICPSR_State_Code,Alphanumeric_State_Code,State,Turnout_Rates_VEP_Total_Ballots_Counted,Numerators_Total_Ballots_Counted,Voting Eligible Population,Voting Age Population,Non_citizen,Prison,Probation,Parole,Total_Ineligible_Felon,Percent Ineligible Because of Felony Charges,Percent of Turnout Potentially Swayed by Ineligibilty
1988,31,16,Iowa,61.4,1240854,2021793,2052326,0.9,3034,13099,1945,11529,0.56175286,0.929118172
1988,32,17,Kansas,,,1774451,1808604,1.6,5817,0,0,5817,0.321629279,#DIV/0!
1988,51,18,Kentucky,,,2680364,2709782,0.6,7119,7398,3443,14261,0.526278498,#DIV/0!
1988,45,19,Louisiana,,,2941023,3005785,1.4,16242,0,7387,23629,0.786117437,#DIV/0!
1988,2,20,Maine,,,888612,901850,1.5,0,0,0,0,0,#DIV/0!
1988,52,21,Maryland,52.5,1747350,3325582,3535730,4.2,14276,78619,9225,62811,1.776464832,3.594643317
1988,3,22,Massachusetts,61.3,2689857,4385728,4642061,5.5,0,0,0,0,0,0
1988,23,23,Michigan,56.7,3745751,6608812,6773776,2,27612,0,0,27612,0.40763084,0.737155246
1988,33,24,Minnesota,68.8,2125119,3087194,3166668,1.5,2799,56901,1639,32889,1.038599563,1.54763098
1988,46,25,Mississippi,,,1792847,1815826,0.5,7384,6854,3177,13988,0.770338127,#DIV/0!
1988,34,26,Missouri,,,3696905,3769751,0.9,12176,42728,7207,40747,1.080893672,#DIV/0!
1988,64,27,Montana,66.7,378981,568014,573791,0.8,1272,0,0,1272,0.221683505,0.335636879
1988,35,28,Nebraska,60.3,678669,1125252,1144305,0.9,2156,11411,447,8309,0.7261176,1.224308168
1988,65,29,Nevada,46.1,354261,768131,823940,5.5,4881,7032,2100,10497,1.274000534,2.963069601
1988,4,30,New Hampshire,57.8,462503,800468,817358,1.9,1019,0,0,1019,0.124669973,0.220322895
1988,12,31,New Jersey,57.1,3102502,5435008,5904776,6.9,16936,57903,18463,64351,1.089812721,2.074164658
1988,66,32,New Mexico,53.4,535694,1002876,1046754,3.6,2825,5312,1230,6711,0.641124849,1.252767438
1988,13,33,New York,54,6636310,12300666,13659215,9.4,44560,0,33962,78522,0.574864661,1.183217782
1988,47,34,North Carolina,,,4794041,4903045,1.1,17078,67164,6191,56851,1.159503941,#DIV/0!
1988,36,35,North Dakota,66.2,309100,466684,470652,0.7,466,0,0,466,0.099011584,0.150760272
1988,24,36,Ohio,57.3,4505284,7869099,7986220,1.1,26462,0,0,26462,0.331345743,0.587354759
1988,53,37,Oklahoma,53.1,1192815,2245785,2300258,1.3,10448,23341,1455,23574,1.024841561,1.976333296
1988,72,38,Oregon,62.3,1235199,1982355,2055379,3.1,5991,0,3790,9781,0.475873306,0.791856211
1988,14,39,Pennsylvania,,,8892826,9037056,1.4,17900,0,0,17900,0.198073355,#DIV/0!
1988,5,40,Rhode Island,57.6,415963,721773,771407,5.5,1906,9824,442,7260,0.941137428,1.745347543
1988,48,41,South Carolina,42.5,1041846,2453644,2504635,0.8,13888,26260,3626,30644,1.223491646,2.941317623
1988,37,42,South Dakota,,,494034,497633,0.5,1020,0,0,1020,0.20497033,#DIV/0!
1988,54,43,Tennessee,,,3551452,3609081,0.7,7732,28282,9529,31402,0.870082993,#DIV/0!
1988,49,44,Texas,,,10833436,11877787,6.6,40437,288906,77827,262717,2.211834578,#DIV/0!
1988,67,45,Utah,63.4,661546,1043170,1069800,2.5,0,0,0,0,0,0
1988,6,46,Vermont,66.7,270148,404795,411136,1.5,0,0,0,0,0,0
1988,40,47,Virginia,,,4396900,4571637,3.2,14184,17945,6576,29733,0.650379722,#DIV/0!
1988,73,48,Washington,58.6,1923043,3282173,3465082,3.9,5816,64257,10745,48690,1.405161552,2.531924663
1988,56,49,West Virginia,,,1347692,1358249,0.4,1455,4811,807,4668,0.343677779,#DIV/0!
1988,25,50,Wisconsin,,,3489742,3558322,1.3,6353,26305,4128,23634,0.664189469,#DIV/0!
1988,68,51,Wyoming,59.2,186417,315073,320695,1,945,2186,333,2371,0.739331764,1.271879711
1986,0,0,United States,0,,170396029,177922330,4.7,535547,1177814,242663,1367117,0.768378539,#DIV/0!
1986,41,1,Alabama,,,2869652,2911819,0.6,11710,21371,3038,25434,0.873474622,#DIV/0!
1986,81,2,Alaska,51.9,182526,351841,364871,2.5,2460,2885,119,4022,1.102307391,2.20352169
1986,61,3,Arizona,38.4,889668,2319046,2452624,4.6,9434,20283,2034,21610,0.881097143,2.428995985
1986,42,4,Arkansas,,,1681564,1706578,0.6,4701,12700,4023,15074,0.883288077,#DIV/0!
1986,71,5,California,44.4,7617142,17166275,20222886,14.7,59484,0,33172,92656,0.458173972,1.21641424
1986,62,6,Colorado,47.5,1096867,2309652,2372880,2.4,3804,0,1827,5631,0.237306564,0.513371266
1986,1,7,Connecticut,43.7,1025605,2344327,2479722,4.3,6905,41304,603,28160,1.135611169,2.745696443
1986,11,8,Delaware,36.3,165563,455609,470828,1.6,2833,7985,978,7804,1.657505501,4.713613549
1986,55,9,District of Columbia,28.8,134158,465993,508553,6.5,6618,0,2980,9598,1.88731558,7.154250958
1986,43,10,Florida,,,8384015,9158241,7.3,32237,139859,3478,105645,1.153551211,#DIV/0!
1986,44,11,Georgia,,,4300049,4450093,1.5,16922,109485,10421,82086,1.844590664,#DIV/0!
1986,82,12,Hawaii,48.1,344416,715459,775534,7.5,2180,0,0,2180,0.281096638,0.632955496
1986,63,13,Idaho,59.3,392909,663126,677205,1.9,1448,0,0,1448,0.21382004,0.368533172
1986,21,14,Illinois,42,3322657,7912733,8343755,4.9,19456,0,0,19456,0.233180385,0.585555476
1986,22,15,Indiana,41.1,1619005,3943714,3990379,0.9,10175,0,0,10175,0.254988311,0.628472426
1986,31,16,Iowa,45.6,922094,2020678,2049547,0.9,2777,12584,1929,10998,0.536606382,1.192720048
1986,32,17,Kansas,,,1757001,1788426,1.5,5345,0,0,5345,0.298866154,#DIV/0!
1986,51,18,Kentucky,,,2661218,2687605,0.5,5288,6841,3370,12079,0.449433604,#DIV/0!
1986,45,19,Louisiana,,,3014498,3069021,1.3,14300,0,0,14300,0.465946632,#DIV/0!
1986,2,20,Maine,,,858200,870604,1.4,0,0,0,0,0,#DIV/0!
1986,52,21,Maryland,36.1,1161136,3216833,3401061,3.8,13326,69134,7494,55387,1.628521217,4.77007
1986,3,22,Massachusetts,41.1,1777276,4326264,4560556,5.1,0,0,0,0,0,0
1986,23,23,Michigan,37.8,2468009,6520661,6674856,2,20742,0,0,20742,0.310748277,0.840434537
1986,33,24,Minnesota,48.2,1456579,3024070,3089544,1.4,2462,38901,1437,23350,0.755774962,1.603071306
1986,46,25,Mississippi,,,1782721,1804699,0.5,6747,6458,3454,13430,0.744168418,#DIV/0!
1986,34,26,Missouri,,,3655213,3717988,0.8,10309,33819,5229,32448,0.87273009,#DIV/0!
1986,64,27,Montana,57.1,326436,572113,577604,0.8,1111,0,0,1111,0.192346313,0.340342364
1986,35,28,Nebraska,51.5,577916,1123099,1141336,0.9,2044,11265,304,7981,0.699268226,1.380996546
1986,65,29,Nevada,37.8,264365,700192,747283,5.1,4551,5518,1529,8839,1.18281829,3.343483441
1986,4,30,New Hampshire,33.8,257410,760526,775686,1.9,782,0,0,782,0.100813989,0.303795501
1986,12,31,New Jersey,30.4,1639330,5396487,5819614,6.4,12020,51359,14064,51764,0.8894748,3.157631471
1986,66,32,New Mexico,41.4,408621,987220,1026160,3.2,2416,4175,1147,5651,0.550693849,1.382944097
1986,13,33,New York,36.5,4481718,12263480,13512043,8.7,38449,0,29325,67774,0.501582181,1.512232586
1986,47,34,North Carolina,,,4653016,4749053,1,17698,58644,3322,50342,1.060042918,#DIV/0!
1986,36,35,North Dakota,62.3,295177,473962,477812,0.7,421,0,0,421,0.088109968,0.142626289
1986,24,36,Ohio,46.6,3628870,7781083,7891503,1.1,22463,0,0,22463,0.284647931,0.619008121
1986,53,37,Oklahoma,40.8,934447,2290182,2343190,1.3,9708,22740,1670,22748,0.970813293,2.434380976
1986,72,38,Oregon,56.4,1088140,1928782,1990233,2.8,4770,0,0,4770,0.239670431,0.438362711
1986,14,39,Pennsylvania,,,8820459,8955720,1.3,15201,0,0,15201,0.169735097,#DIV/0!
1986,5,40,Rhode Island,45.4,322724,711034,756297,5.2,1358,8174,453,5898,0.77985236,1.827567829
1986,48,41,South Carolina,31.9,763493,2393329,2437430,0.8,11676,21110,3066,25297,1.037855446,3.313324418
1986,37,42,South Dakota,,,492333,495833,0.5,1081,0,0,1081,0.218016953,#DIV/0!
1986,54,43,Tennessee,,,3478867,3532177,0.7,7591,26291,8600,29337,0.830564267,#DIV/0!
1986,49,44,Texas,,,10786533,11732625,6,38534,290074,57509,241080,2.054783137,#DIV/0!
1986,67,45,Utah,43.5,445499,1024337,1049339,2.4,0,0,0,0,0,0
1986,6,46,Vermont,54.3,211709,389843,396034,1.6,0,0,0,0,0,0
1986,40,47,Virginia,,,4240797,4394143,2.9,12930,17126,5767,27260,0.620371253,#DIV/0!
1986,73,48,Washington,43.1,1358160,3151152,3310457,3.6,6603,49663,7666,39101,1.181136018,2.878968605
1986,56,49,West Virginia,32.8,449249,1370305,1380916,0.4,1472,4241,968,4561,0.330288012,1.015249895
1986,25,50,Wisconsin,,,3432034,3495584,1.2,5736,24648,3854,21914,0.626905261,#DIV/0!
1986,68,51,Wyoming,51.3,168615,328971,334385,1,861,1840,337,2118,0.633401618,1.256116004
1984,0,0,United States,0,,167701904,173994610,4.3,454092,1012936,204686,1165246,0.669702355,#DIV/0!
1984,41,1,Alabama,,,2831099,2867180,0.5,10482,16338,2194,20845,0.727020975,#DIV/0!
1984,81,2,Alaska,62.1,213173,343030,354410,2.3,1967,2064,147,3146,0.88767247,1.475796653
1984,61,3,Arizona,48.9,1051339,2151391,2263826,4.2,7845,16687,1660,17849,0.788443988,1.69773974
1984,42,4,Arkansas,,,1668136,1689480,0.5,4482,8238,3463,12064,0.714065866,#DIV/0!
1984,71,5,California,58.9,9796375,16618345,19270739,13.4,43197,0,30645,73842,0.383181984,0.753768613
1984,62,6,Colorado,59.2,1343437,2267668,2325829,2.3,3231,0,1709,4940,0.212397386,0.367713559
1984,1,7,Connecticut,64.8,1490946,2300533,2431057,4.1,5718,46681,868,29927,1.231028314,2.007249089
1984,11,8,Delaware,58.4,258182,442354,455312,1.5,2202,6373,830,6219,1.365876586,2.408765909
1984,55,9,District of Columbia,46.5,219193,471669,505550,5.8,4521,0,0,4521,0.894273563,2.062565867
1984,43,10,Florida,,,7976805,8656427,6.8,26914,118318,5661,91734,1.059721291,#DIV/0!
1984,44,11,Georgia,,,4119852,4243165,1.3,15404,90057,7246,67679,1.595012214,#DIV/0!
1984,82,12,Hawaii,50.3,349253,694187,750909,7.3,1965,0,0,1965,0.26168284,0.562629383
1984,63,13,Idaho,63.7,421935,662771,675772,1.7,1253,0,0,1253,0.185417567,0.296965172
1984,21,14,Illinois,62.7,4969352,7922605,8327065,4.7,17114,0,0,17114,0.205522594,0.344390979
1984,22,15,Indiana,57.9,2268493,3916362,3960870,0.9,9328,0,0,9328,0.235503816,0.411198095
1984,31,16,Iowa,65.1,1339886,2057482,2084995,0.8,2836,11924,1662,10460,0.50167986,0.78066343
1984,32,17,Kansas,,,1751223,1779487,1.3,4244,0,0,4244,0.238495701,#DIV/0!
1984,51,18,Kentucky,,,2643027,2672424,0.5,4820,15004,3567,15889,0.594553858,#DIV/0!
1984,45,19,Louisiana,,,3019930,3072074,1.3,13659,0,0,13659,0.444618196,#DIV/0!
1984,2,20,Maine,,,840251,852022,1.4,0,0,0,0,0,#DIV/0!
1984,52,21,Maryland,54.5,1695924,3113967,3278321,3.4,13124,64827,7046,52584,1.603991799,3.100610641
1984,3,22,Massachusetts,60.7,2595054,4273437,4486676,4.8,0,0,0,0,0,0
1984,23,23,Michigan,60.6,3884854,6407156,6550877,2,14604,0,0,14604,0.222931983,0.375921463
1984,33,24,Minnesota,70.9,2115317,2982015,3039490,1.3,2167,31440,1418,19305,0.635139448,0.912629171
1984,46,25,Mississippi,,,1766654,1787243,0.5,6115,6570,3108,12508,0.699848873,#DIV/0!
1984,34,26,Missouri,,,3617948,3671506,0.8,8770,23574,4366,24923,0.67882226,#DIV/0!
1984,64,27,Montana,68.2,395006,578925,584162,0.7,964,0,0,964,0.165022716,0.244046926
1984,35,28,Nebraska,59.1,670781,1135012,1152310,0.9,1665,10763,361,7408,0.642882558,1.104384292
1984,65,29,Nevada,44.8,294413,656862,697185,4.7,3488,5226,1187,7288,1.045346644,2.475434169
1984,4,30,New Hampshire,56.6,406608,718967,732480,1.8,581,0,0,581,0.079319572,0.142889466
1984,12,31,New Jersey,60.5,3215941,5318696,5699440,5.9,10363,44208,12206,44673,0.783813848,1.389111305
1984,66,32,New Mexico,54.6,522328,956246,990632,2.9,2129,3926,1194,5286,0.533598753,1.012007781
1984,13,33,New York,57.2,7000828,12232120,13373558,8.1,33109,0,24212,57321,0.428614435,0.818774579
1984,47,34,North Carolina,,,4512013,4598151,0.9,16371,52600,3892,46563,1.01264617,#DIV/0!
1984,36,35,North Dakota,67.2,324179,482655,486449,0.7,432,0,0,432,0.088806843,0.133259711
1984,24,36,Ohio,60.3,4664223,7732456,7836806,1.1,18619,0,0,18619,0.237584036,0.399187603
1984,53,37,Oklahoma,55.5,1290555,2324445,2373014,1.2,7872,18809,1880,19157,0.807285587,1.484400122
1984,72,38,Oregon,66.4,1265824,1906880,1962501,2.6,4224,0,0,4224,0.215235559,0.33369568
1984,14,39,Pennsylvania,,,8790815,8918353,1.3,13090,0,0,13090,0.14677598,#DIV/0!
1984,5,40,Rhode Island,60.6,422851,697537,739064,4.9,1221,7147,394,5189,0.702104283,1.227146205
1984,48,41,South Carolina,43.7,1018701,2329080,2368236,0.7,9892,17043,3441,21855,0.922838771,2.145379262
1984,37,42,South Dakota,,,494651,497849,0.5,921,0,0,921,0.184995852,#DIV/0!
1984,54,43,Tennessee,,,3415760,3463234,0.6,7307,23598,6524,25630,0.740059725,#DIV/0!
1984,49,44,Texas,,,10582774,11397758,5.4,36682,235568,40783,195249,1.713047426,#DIV/0!
1984,67,45,Utah,64.3,641846,998820,1022083,2.3,0,0,0,0,0,0
1984,6,46,Vermont,61.6,235140,381479,387620,1.6,0,0,0,0,0,0
1984,40,47,Virginia,,,4100160,4234017,2.6,10839,16690,5986,25170,0.594470924,#DIV/0!
1984,73,48,Washington,62.9,1931546,3072714,3213263,3.4,6821,39181,5253,31665,0.985446881,1.639360388
1984,56,49,West Virginia,,,1391427,1401733,0.4,1579,3597,724,4102,0.292637756,#DIV/0!
1984,25,50,Wisconsin,,,3409202,3468053,1.1,4974,22426,3853,20040,0.57784584,#DIV/0!
1984,68,51,Wyoming,57.9,196153,338733,343957,1,724,1708,352,1930,0.561116651,0.983925813
1982,0,0,United States (Excl. Louisiana),0,,160466919,166027633,4,399102,789951,165559,959637,0.577998362,#DIV/0!
1982,41,1,Alabama,,,2780689,2813033,0.5,9233,14229,2266,18614,0.661705711,#DIV/0!
1982,81,2,Alaska,64.9,199458,307558,316787,2.2,1322,1816,101,2331,0.735825649,1.168667088
1982,61,3,Arizona,36.8,742923,2017098,2112246,3.8,6069,14949,1527,15071,0.713505908,2.028608618
1982,42,4,Arkansas,,,1639482,1656707,0.5,3922,3384,3061,8675,0.523629103,#DIV/0!
1982,71,5,California,49.9,8064314,16161555,18448245,12.1,34640,0,18913,53553,0.290287775,0.664073844
1982,62,6,Colorado,47.3,1037774,2196263,2248839,2.1,3042,0,1202,4244,0.188719602,0.408952238
1982,1,7,Connecticut,49.4,1112428,2253328,2369975,4,5156,33061,1311,22998,0.970389983,2.067369753
1982,11,8,Delaware,45.5,195726,430257,441374,1.4,2068,4626,621,5002,1.13327926,2.55561346
1982,55,9,District of Columbia,,,470719,500492,5.1,4081,0,0,4081,0.815397649,#DIV/0!
1982,43,10,Florida,,,7565499,8139171,6.3,27830,57074,5974,62341,0.765937956,#DIV/0!
1982,44,11,Georgia,,,3945107,4047788,1.1,14405,78097,4897,58351,1.441552769,#DIV/0!
1982,82,12,Hawaii,48.5,325459,671172,724189,7.1,1461,0,0,1461,0.201742915,0.44890447
1982,63,13,Idaho,51.1,332237,650534,662251,1.6,1044,0,0,1044,0.157644156,0.314233514
1982,21,14,Illinois,48.8,3856875,7908220,8284606,4.4,14293,0,0,14293,0.172524801,0.370584994
1982,22,15,Indiana,47.3,1834225,3879314,3921907,0.9,8790,0,0,8790,0.224125661,0.47922147
1982,31,16,Iowa,50.8,1050495,2068844,2094031,0.8,2829,10625,1050,9192,0.438961983,0.875016064
1982,32,17,Kansas,,,1736298,1761238,1.2,3078,0,0,3078,0.174763433,#DIV/0!
1982,51,18,Kentucky,,,2615445,2642810,0.5,4031,14516,3430,14719,0.55694507,#DIV/0!
1982,45,19,Louisiana,,,2982702,3029834,1.2,10930,0,0,10930,0.360745836,#DIV/0!
1982,2,20,Maine,,,817814,828907,1.3,0,0,0,0,0,#DIV/0!
1982,52,21,Maryland,39.2,1190011,3034834,3174995,3,11617,52603,6024,43943,1.384033676,3.692654942
1982,3,22,Massachusetts,50.3,2103780,4184146,4375262,4.4,0,0,0,0,0,0
1982,23,23,Michigan,49.3,3135928,6357552,6498711,1.9,14913,0,0,14913,0.229476276,0.47555301
1982,33,24,Minnesota,62.3,1834737,2943169,2993256,1.1,2081,24320,1479,15720,0.525180606,0.856798549
1982,46,25,Mississippi,,,1743267,1762406,0.4,5484,6304,2914,11550,0.655354101,#DIV/0!
1982,34,26,Missouri,,,3567803,3615526,0.7,7445,21637,2556,20820,0.575849821,#DIV/0!
1982,64,27,Montana,57.6,328082,569629,574592,0.7,914,0,0,914,0.159069392,0.278588889
1982,35,28,Nebraska,49.6,559422,1128918,1145316,0.8,1739,9964,309,7030,0.6138044,1.25665419
1982,65,29,Nevada,39.1,242578,621060,655823,4.4,2753,4733,1065,6185,0.943089828,2.549695356
1982,4,30,New Hampshire,42.1,289057,686264,698424,1.7,445,0,0,445,0.063714878,0.153948875
1982,12,31,New Jersey,43.8,2286925,5224732,5563627,5.4,8191,38186,10514,37798,0.67937696,1.652787039
1982,66,32,New Mexico,45.5,417945,919311,949133,2.6,1718,3854,1206,4851,0.511098023,1.160679037
1982,13,33,New York,44.9,5437367,12118685,13150573,7.5,27945,0,21062,49007,0.372660568,0.901300207
1982,47,34,North Carolina,,,4347870,4427095,0.8,16569,44274,6910,45616,1.030382226,#DIV/0!
1982,36,35,North Dakota,57.2,272876,476851,480367,0.7,322,0,0,322,0.067032082,0.118002316
1982,24,36,Ohio,46.2,3551995,7692059,7793022,1.1,17317,0,0,17317,0.222211614,0.487528839
1982,53,37,Oklahoma,39.1,901488,2302670,2346265,1.2,6500,14749,1858,15733,0.670555116,1.745225671
1982,72,38,Oregon,56.1,1063913,1895706,1946116,2.4,3900,0,0,3900,0.200399154,0.366571327
1982,14,39,Pennsylvania,,,8749931,8869173,1.2,10508,0,0,10508,0.118477788,#DIV/0!
1982,5,40,Rhode Island,54.2,370928,684977,723060,4.6,1037,6501,327,4615,0.638259619,1.244176767
1982,48,41,South Carolina,30.4,688300,2260577,2297223,0.7,9137,16981,3175,20803,0.90557164,3.022373965
1982,37,42,South Dakota,,,489474,492367,0.4,791,0,0,791,0.160652521,#DIV/0!
1982,54,43,Tennessee,,,3357236,3393233,0.6,7869,10101,3303,16223,0.478098616,#DIV/0!
1982,49,44,Texas,,,10228820,10910762,4.9,36149,177270,26274,151058,1.384486253,#DIV/0!
1982,67,45,Utah,55.8,537207,962724,984073,2.2,0,0,0,0,0,0
1982,6,46,Vermont,46.1,172084,372982,379067,1.6,0,0,0,0,0,0
1982,40,47,Virginia,,,3960296,4076585,2.3,10079,14813,6487,23973,0.588065746,#DIV/0!
1982,73,48,Washington,46.8,1404831,2999997,3138109,3.1,6264,60142,3047,39382,1.254959595,2.803326521
1982,56,49,West Virginia,,,1399303,1409116,0.4,1547,2711,610,3513,0.249305238,#DIV/0!
1982,25,50,Wisconsin,,,3372875,3426394,1,4714,19603,3125,17641,0.514856143,#DIV/0!
1982,68,51,Wyoming,50,172065,344218,349060,0.9,702,1303,244,1598,0.457800951,0.928718798
1980,0,0,United States,0,,159635102,164445475,3.5,324410,618471,168331,801977,0.48768566,#DIV/0!
1980,41,1,Alabama,,,2726249,2753078,0.4,6543,10985,2547,14583,0.529698033,#DIV/0!
1980,81,2,Alaska,60.2,162653,270122,277261,2,822,1181,93,1506,0.543170514,0.925897463
1980,61,3,Arizona,47.5,898183,1890167,1968947,3.4,4372,12584,1093,11757,0.597121202,1.30897601
1980,42,4,Arkansas,,,1610104,1624917,0.5,2911,2400,2855,6966,0.42869882,#DIV/0!
1980,71,5,California,56.2,8775459,15610966,17551451,10.8,24569,0,15253,39822,0.226887224,0.453788229
1980,62,6,Colorado,59.1,1225549,2071959,2118092,2,2629,0,927,3556,0.167886947,0.290155677
1980,1,7,Connecticut,64.7,1423403,2201356,2305904,3.8,4308,22981,1932,17731,0.76893921,1.245676734
1980,11,8,Delaware,56.8,239136,421344,430879,1.3,1474,3762,619,3974,0.922300692,1.66181587
1980,55,9,District of Columbia,37.9,178434,470956,496230,4.5,3145,0,0,3145,0.633778691,1.762556463
1980,43,10,Florida,,,7088658,7575002,5.8,20735,38906,8823,49011,0.64700973,#DIV/0!
1980,44,11,Georgia,,,3791652,3870251,0.9,12178,58450,3169,44572,1.151656572,#DIV/0!
1980,82,12,Hawaii,49.2,318026,646583,695906,6.9,985,0,0,985,0.141542105,0.309723104
1980,63,13,Idaho,70.4,446045,633624,644004,1.5,817,0,0,817,0.126862566,0.183165376
1980,21,14,Illinois,61.9,4868890,7868300,8216218,4.1,11899,0,0,11899,0.144823324,0.244388351
1980,22,15,Indiana,59.2,2275433,3846321,3885473,0.8,6683,0,0,6683,0.171999651,0.293702341
1980,31,16,Iowa,63.5,1314258,2070935,2093321,0.7,2481,8815,639,7528,0.359619953,0.572794687
1980,32,17,Kansas,,,1704420,1726471,1.1,2494,0,0,2494,0.144456524,#DIV/0!
1980,51,18,Kentucky,,,2562572,2592185,0.5,3588,12400,8120,17908,0.690845754,#DIV/0!
1980,45,19,Louisiana,,,2868792,2910776,1.1,8889,0,0,8889,0.305382482,#DIV/0!
1980,2,20,Maine,,,799746,810240,1.3,0,0,0,0,0,#DIV/0!
1980,52,21,Maryland,52.5,1557709,2964704,3081409,2.7,7731,41661,6436,34998,1.135779119,2.246761109
1980,3,22,Massachusetts,62.4,2566807,4110721,4281265,4,0,0,0,0,0,0
1980,23,23,Michigan,62.4,3978647,6374955,6514790,1.9,15124,0,0,15124,0.232148696,0.380129225
1980,33,24,Minnesota,72.1,2079451,2882406,2929927,1,2001,27000,1534,17035,0.581413803,0.819206608
1980,46,25,Mississippi,,,1704163,1719825,0.4,3902,4864,2292,8626,0.501562659,#DIV/0!
1980,34,26,Missouri,,,3529489,3571609,0.7,5726,17400,2395,16821,0.470964207,#DIV/0!
1980,64,27,Montana,67.1,371976,554636,559165,0.7,739,0,0,739,0.132161348,0.198668731
1980,35,28,Nebraska,58.4,651281,1115142,1129653,0.8,1446,7980,292,5728,0.507058362,0.879497483
1980,65,29,Nevada,51.9,297318,573118,602463,4,1839,4989,1052,5386,0.89399681,1.811528397
1980,4,30,New Hampshire,60.9,402415,660560,671558,1.6,326,0,0,326,0.048543834,0.081010897
1980,12,31,New Jersey,58.5,2999879,5123773,5420255,4.9,5884,29239,8911,29415,0.542686645,0.980539548
1980,66,32,New Mexico,53.2,464848,873515,897946,2.3,1279,2794,884,3560,0.396460366,0.765841738
1980,13,33,New York,53,6359218,12006100,12932357,6.8,21815,0,19652,41467,0.320645339,0.652077032
1980,47,34,North Carolina,,,4203817,4272156,0.7,15513,36467,6496,40243,0.941983392,#DIV/0!
1980,36,35,North Dakota,68,314525,462223,465447,0.6,253,0,0,253,0.05435635,0.080438757
1980,24,36,Ohio,57.3,4378937,7637813,7732705,1.1,13489,0,0,13489,0.174440897,0.308042797
1980,53,37,Oklahoma,54.2,1172303,2162051,2201257,1.1,4796,14360,2232,14208,0.645449396,1.211973355
1980,72,38,Oregon,64.3,1209691,1880863,1925651,2.2,3177,0,0,3177,0.164983167,0.262629052
1980,14,39,Pennsylvania,,,8664166,8774885,1.2,8171,0,0,8171,0.093118029,#DIV/0!
1980,5,40,Rhode Island,62.7,423349,675067,709692,4.3,813,5501,257,3821,0.538402575,0.902565023
1980,48,41,South Carolina,42.4,922397,2176721,2212354,0.6,7862,20589,3124,21281,0.961916583,2.307141068
1980,37,42,South Dakota,,,484328,486893,0.4,635,0,0,635,0.130418798,#DIV/0!
1980,54,43,Tennessee,,,3285608,3318036,0.5,7022,9130,3097,14684,0.442550955,#DIV/0!
1980,49,44,Texas,,,9572904,10120613,4.3,29892,131996,17235,113125,1.117768262,#DIV/0!
1980,67,45,Utah,66.6,609691,915484,934767,2.1,0,0,0,0,0,0
1980,6,46,Vermont,59.3,215500,363143,369147,1.6,0,0,0,0,0,0
1980,40,47,Virginia,,,3830887,3927383,2,8920,11463,4783,19435,0.49485879,#DIV/0!
1980,73,48,Washington,60.6,1772904,2923670,3037193,2.9,4399,12527,14669,25332,0.834059607,1.428842171
1980,56,49,West Virginia,53.5,742150,1387231,1396595,0.5,1257,2650,475,3057,0.218889513,0.411911339
1980,25,50,Wisconsin,,,3322053,3371087,1,3980,19088,2639,16163,0.479459593,#DIV/0!
1980,68,51,Wyoming,55.4,181004,326644,330784,0.9,534,940,154,1158,0.350077392,0.639764867